   0.0000000E+00   0.1000000E+01
   0.3048350E-02   0.9850609E+00
   0.6096700E-02   0.9659849E+00
   0.9145050E-02   0.9431818E+00
   0.1219340E-01   0.9192075E+00
   0.1524175E-01   0.8945195E+00
   0.1829010E-01   0.8698715E+00
   0.2133845E-01   0.8452512E+00
   0.2438680E-01   0.8202170E+00
   0.2743515E-01   0.7949683E+00
   0.3048350E-01   0.7693774E+00
   0.3353185E-01   0.7437142E+00
   0.3658020E-01   0.7179603E+00
   0.3962855E-01   0.6923160E+00
   0.4267690E-01   0.6662058E+00
   0.4572525E-01   0.6401766E+00
   0.4877360E-01   0.6146144E+00
   0.5182195E-01   0.5886736E+00
   0.5487030E-01   0.5631281E+00
   0.5791865E-01   0.5374061E+00
   0.6096700E-01   0.5117701E+00
   0.6401535E-01   0.4862291E+00
   0.6706370E-01   0.4605895E+00
   0.7011205E-01   0.4349129E+00
   0.7316040E-01   0.4101218E+00
   0.7620875E-01   0.3861077E+00
   0.7925710E-01   0.3633557E+00
   0.8230545E-01   0.3426151E+00
   0.8535380E-01   0.3243619E+00
   0.8840215E-01   0.3080081E+00
   0.9145050E-01   0.2930722E+00
   0.9449885E-01   0.2787884E+00
   0.9754720E-01   0.2641594E+00
   0.1005955E+00   0.2493991E+00
   0.1036439E+00   0.2342093E+00
   0.1066922E+00   0.2184236E+00
   0.1097406E+00   0.2024905E+00
   0.1127889E+00   0.1869065E+00
   0.1158373E+00   0.1718389E+00
   0.1188856E+00   0.1582410E+00
   0.1219340E+00   0.1459516E+00
   0.1249823E+00   0.1354713E+00
   0.1280307E+00   0.1264305E+00
   0.1310790E+00   0.1185654E+00
   0.1341274E+00   0.1112704E+00
   0.1371757E+00   0.1043241E+00
   0.1402241E+00   0.9734330E-01
   0.1432724E+00   0.9003395E-01
   0.1463208E+00   0.8269483E-01
   0.1493691E+00   0.7528512E-01
   0.1524175E+00   0.6799645E-01
   0.1554658E+00   0.6120104E-01
   0.1585142E+00   0.5483781E-01
   0.1615625E+00   0.4921727E-01
   0.1646109E+00   0.4426160E-01
   0.1676592E+00   0.4002905E-01
   0.1707076E+00   0.3647057E-01
   0.1737559E+00   0.3325268E-01
   0.1768043E+00   0.3021408E-01
   0.1798526E+00   0.2726577E-01
   0.1829010E+00   0.2435222E-01
   0.1859493E+00   0.2164583E-01
   0.1889977E+00   0.1916395E-01
   0.1920460E+00   0.1700728E-01
   0.1950944E+00   0.1513544E-01
   0.1981427E+00   0.1361419E-01
   0.2011911E+00   0.1238695E-01
   0.2042394E+00   0.1133622E-01
   0.2072878E+00   0.1035995E-01
   0.2103361E+00   0.9447602E-02
   0.2133845E+00   0.8526266E-02
   0.2164328E+00   0.7623085E-02
   0.2194812E+00   0.6755228E-02
   0.2225295E+00   0.6000479E-02
   0.2255779E+00   0.5347778E-02
   0.2286262E+00   0.4761968E-02
   0.2316746E+00   0.4229647E-02
   0.2347229E+00   0.3688447E-02
   0.2377713E+00   0.3130345E-02
   0.2408196E+00   0.2617124E-02
   0.2438680E+00   0.2113444E-02
   0.2469163E+00   0.1677619E-02
   0.2499647E+00   0.1296726E-02
   0.2530130E+00   0.9987731E-03
   0.2560614E+00   0.7651497E-03
   0.2591097E+00   0.5802896E-03
   0.2621581E+00   0.4494581E-03
   0.2652064E+00   0.3497032E-03
   0.2682548E+00   0.2919422E-03
   0.2713031E+00   0.2452364E-03
   0.2743515E+00   0.2259358E-03
   0.2773998E+00   0.2223995E-03
   0.2804482E+00   0.2371198E-03
   0.2834965E+00   0.2874375E-03
   0.2865449E+00   0.3601876E-03
   0.2895932E+00   0.4505876E-03
   0.2926416E+00   0.5425959E-03
   0.2956899E+00   0.6169419E-03
   0.2987383E+00   0.6513791E-03
   0.3017866E+00   0.6494816E-03
   0.3048350E+00   0.6029921E-03
   0.3078833E+00   0.5227888E-03
   0.3109317E+00   0.4241430E-03
   0.3139800E+00   0.3222973E-03
   0.3170284E+00   0.2292735E-03
   0.3200767E+00   0.1524190E-03
   0.3231251E+00   0.8761566E-04
   0.3261734E+00   0.4901092E-04
